GRCODE,GRNAME,AccidentYear,DevelopmentYear,DevelopmentLag,IncurredLosses,CumPaidLoss,BulkLoss,EarnedPremDIR,EarnedPremCeded,EarnedPremNet,Single,PostedReserves2007,IncrementalPaid
12260,Campmed Cas & Ind Co Inc MD,2005,2010,6,988,988,0,4377,2404,1973,1,4616.621,335.0
12260,Campmed Cas & Ind Co Inc MD,2006,2006,1,1017,2,1015,4307,2362,1945,1,4616.621,2.0
12260,Campmed Cas & Ind Co Inc MD,2006,2007,2,1005,120,826,4307,2362,1945,1,4616.621,118.0
12260,Campmed Cas & Ind Co Inc MD,2006,2008,3,931,158,707,4307,2362,1945,1,4616.621,38.0
12260,Campmed Cas & Ind Co Inc MD,2006,2009,4,688,209,379,4307,2362,1945,1,4616.621,51.0
12260,Campmed Cas & Ind Co Inc MD,2006,2010,5,680,680,0,4307,2362,1945,1,4616.621,471.0
12260,Campmed Cas & Ind Co Inc MD,2007,2007,1,1097,2,1055,4335,2378,1957,1,4616.621,2.0
12260,Campmed Cas & Ind Co Inc MD,2007,2008,2,933,16,893,4335,2378,1957,1,4616.621,14.0
12260,Campmed Cas & Ind Co Inc MD,2007,2009,3,732,40,634,4335,2378,1957,1,4616.621,24.0
12260,Campmed Cas & Ind Co Inc MD,2007,2010,4,722,722,0,4335,2378,1957,1,4616.621,682.0
353,Celina Mut Grp,1998,1998,1,456,84,342,1007,228,779,0,821.002,84.0
353,Celina Mut Grp,1998,1999,2,439,256,128,1007,228,779,0,821.002,172.0
353,Celina Mut Grp,1998,2000,3,479,352,100,1007,228,779,0,821.002,96.0
353,Celina Mut Grp,1998,2001,4,456,376,58,1007,228,779,0,821.002,24.0
353,Celina Mut Grp,1998,2002,5,447,423,14,1007,228,779,0,821.002,47.0
353,Celina Mut Grp,1998,2003,6,439,427,10,1007,228,779,0,821.002,4.0
353,Celina Mut Grp,1998,2004,7,453,428,23,1007,228,779,0,821.002,1.0
353,Celina Mut Grp,1999,1999,1,417,135,267,888,198,690,0,821.002,135.0
353,Celina Mut Grp,1999,2000,2,420,193,192,888,198,690,0,821.002,58.0
353,Celina Mut Grp,1999,2001,3,307,216,91,888,198,690,0,821.002,23.0
353,Celina Mut Grp,1999,2002,4,369,369,0,888,198,690,0,821.002,153.0
353,Celina Mut Grp,1999,2003,5,375,375,0,888,198,690,0,821.002,6.0
353,Celina Mut Grp,2000,2000,1,250,48,112,953,197,756,0,821.002,48.0
353,Celina Mut Grp,2000,2001,2,223,167,34,953,197,756,0,821.002,119.0
353,Celina Mut Grp,2000,2002,3,407,387,16,953,197,756,0,821.002,220.0
353,Celina Mut Grp,2000,2003,4,479,479,0,953,197,756,0,821.002,92.0
353,Celina Mut Grp,2001,2001,1,305,137,115,732,137,595,0,821.002,137.0
353,Celina Mut Grp,2001,2002,2,280,159,97,732,137,595,0,821.002,22.0
353,Celina Mut Grp,2001,2003,3,280,168,45,732,137,595,0,821.002,9.0
353,Celina Mut Grp,2001,2004,4,251,251,0,732,137,595,0,821.002,83.0
353,Celina Mut Grp,2002,2002,1,189,5,165,550,139,411,0,821.002,5.0
353,Celina Mut Grp,2002,2003,2,189,8,115,550,139,411,0,821.002,3.0
353,Celina Mut Grp,2002,2004,3,203,16,103,550,139,411,0,821.002,8.0
353,Celina Mut Grp,2002,2005,4,372,103,18,550,139,411,0,821.002,87.0
353,Celina Mut Grp,2002,2006,5,357,357,0,550,139,411,0,821.002,254.0
353,Celina Mut Grp,2003,2004,2,340,-29,137,505,171,334,0,821.002,21.0
353,Celina Mut Grp,2003,2005,3,309,184,78,505,171,334,0,821.002,213.0
353,Celina Mut Grp,2003,2006,4,300,209,43,505,171,334,0,821.002,25.0
353,Celina Mut Grp,2003,2007,5,291,226,25,505,171,334,0,821.002,17.0
353,Celina Mut Grp,2003,2008,6,318,228,5,505,171,334,0,821.002,2.0
353,Celina Mut Grp,2003,2009,7,381,236,5,505,171,334,0,821.002,8.0
353,Celina Mut Grp,2003,2010,8,373,258,5,505,171,334,0,821.002,22.0
353,Celina Mut Grp,2004,2004,1,223,2,217,434,97,337,0,821.002,2.0
353,Celina Mut Grp,2004,2005,2,220,37,157,434,97,337,0,821.002,35.0
353,Celina Mut Grp,2004,2006,3,465,318,68,434,97,337,0,821.002,281.0
353,Celina Mut Grp,2004,2007,4,465,385,50,434,97,337,0,821.002,67.0
353,Celina Mut Grp,2004,2008,5,468,403,15,434,97,337,0,821.002,18.0
353,Celina Mut Grp,2004,2009,6,484,419,15,434,97,337,0,821.002,16.0
353,Celina Mut Grp,2004,2010,7,468,453,15,434,97,337,0,821.002,34.0
353,Celina Mut Grp,2005,2005,1,236,12,222,464,53,411,0,821.002,12.0
353,Celina Mut Grp,2005,2006,2,112,15,87,464,53,411,0,821.002,3.0
353,Celina Mut Grp,2005,2007,3,170,60,65,464,53,411,0,821.002,45.0
353,Celina Mut Grp,2005,2008,4,214,169,20,464,53,411,0,821.002,109.0
353,Celina Mut Grp,2005,2009,5,246,201,20,464,53,411,0,821.002,32.0
353,Celina Mut Grp,2005,2010,6,253,238,15,464,53,411,0,821.002,37.0
353,Celina Mut Grp,2006,2006,1,178,1,176,511,75,436,0,821.002,1.0
353,Celina Mut Grp,2006,2007,2,130,5,120,511,75,436,0,821.002,4.0
353,Celina Mut Grp,2006,2008,3,119,24,45,511,75,436,0,821.002,19.0
353,Celina Mut Grp,2006,2009,4,117,32,35,511,75,436,0,821.002,8.0
353,Celina Mut Grp,2006,2010,5,103,33,20,511,75,436,0,821.002,1.0
353,Celina Mut Grp,2006,2011,6,70,70,0,511,75,436,0,821.002,37.0
353,Celina Mut Grp,2007,2007,1,204,3,200,512,66,446,0,821.002,3.0
353,Celina Mut Grp,2007,2008,2,115,5,110,512,66,446,0,821.002,2.0
353,Celina Mut Grp,2007,2009,3,77,7,55,512,66,446,0,821.002,2.0
353,Celina Mut Grp,2007,2010,4,83,38,30,512,66,446,0,821.002,31.0
353,Celina Mut Grp,2007,2011,5,96,76,20,512,66,446,0,821.002,38.0
8079,Columbia Ins Grp,1998,1999,2,3,3,0,236,11,225,0,7.954,3.0
8079,Columbia Ins Grp,1998,2001,4,4,4,0,236,11,225,0,7.954,1.0
8079,Columbia Ins Grp,1999,1999,1,177,26,71,591,86,505,0,7.954,26.0
8079,Columbia Ins Grp,1999,2000,2,181,63,100,591,86,505,0,7.954,37.0
8079,Columbia Ins Grp,1999,2001,3,61,65,18,591,86,505,0,7.954,2.0
8079,Columbia Ins Grp,1999,2002,4,176,156,-14,591,86,505,0,7.954,91.0
8079,Columbia Ins Grp,1999,2003,5,200,248,1,591,86,505,0,7.954,92.0
8079,Columbia Ins Grp,1999,2005,7,431,371,0,591,86,505,0,7.954,1183.0
8079,Columbia Ins Grp,1999,2006,8,437,376,1,591,86,505,0,7.954,5.0
8079,Columbia Ins Grp,1999,2007,9,381,381,0,591,86,505,0,7.954,5.0
8079,Columbia Ins Grp,2000,2000,1,368,62,181,785,92,693,0,7.954,62.0
8079,Columbia Ins Grp,2000,2001,2,208,70,130,785,92,693,0,7.954,8.0
8079,Columbia Ins Grp,2000,2002,3,93,73,20,785,92,693,0,7.954,3.0
8079,Columbia Ins Grp,2000,2003,4,89,75,7,785,92,693,0,7.954,2.0
8079,Columbia Ins Grp,2000,2004,5,138,134,4,785,92,693,0,7.954,59.0
8079,Columbia Ins Grp,2001,2001,1,458,1,319,1136,342,794,0,7.954,1.0
8079,Columbia Ins Grp,2001,2002,2,155,47,88,1136,342,794,0,7.954,46.0
8079,Columbia Ins Grp,2001,2003,3,58,51,8,1136,342,794,0,7.954,4.0
8079,Columbia Ins Grp,2001,2004,4,81,62,19,1136,342,794,0,7.954,11.0
8079,Columbia Ins Grp,2002,2002,1,206,53,64,609,211,398,0,7.954,53.0
8079,Columbia Ins Grp,2002,2003,2,173,124,4,609,211,398,0,7.954,71.0
8079,Columbia Ins Grp,2002,2004,3,157,137,5,609,211,398,0,7.954,13.0
8079,Columbia Ins Grp,2002,2005,4,195,152,1,609,211,398,0,7.954,15.0
8079,Columbia Ins Grp,2002,2006,5,353,332,6,609,211,398,0,7.954,180.0
8079,Columbia Ins Grp,2002,2007,6,334,333,1,609,211,398,0,7.954,1.0
8079,Columbia Ins Grp,2002,2010,9,334,334,0,609,211,398,0,7.954,1.0
8079,Columbia Ins Grp,2003,2004,2,55,10,19,152,-109,261,0,7.954,11.0
8079,Columbia Ins Grp,2003,2005,3,17,16,1,152,-109,261,0,7.954,6.0
8079,Columbia Ins Grp,2004,2007,4,2,1,1,707,142,565,0,7.954,1.0
8079,Columbia Ins Grp,2005,2005,1,9,1,8,1001,115,886,0,7.954,1.0
8079,Columbia Ins Grp,2005,2007,3,60,58,2,1001,115,886,0,7.954,57.0
8079,Columbia Ins Grp,2005,2008,4,60,60,0,1001,115,886,0,7.954,2.0
8079,Columbia Ins Grp,2006,2006,1,50,3,40,1255,118,1137,0,7.954,3.0
8079,Columbia Ins Grp,2006,2008,3,42,25,1,1255,118,1137,0,7.954,22.0
8079,Columbia Ins Grp,2006,2009,4,110,62,0,1255,118,1137,0,7.954,37.0
8079,Columbia Ins Grp,2006,2010,5,109,109,0,1255,118,1137,0,7.954,47.0
8079,Columbia Ins Grp,2006,2014,9,139,117,0,1255,118,1137,0,7.954,8.0
8079,Columbia Ins Grp,2006,2015,10,121,121,0,1255,118,1137,0,7.954,4.0
8079,Columbia Ins Grp,2007,2007,1,113,51,46,1447,94,1353,0,7.954,51.0
8079,Columbia Ins Grp,2007,2008,2,69,59,10,1447,94,1353,0,7.954,8.0
8079,Columbia Ins Grp,2007,2010,4,147,137,10,1447,94,1353,0,7.954,78.0
37206,Contractors Bonding & Ins Co,1998,2000,3,12,8,0,4,1,3,1,297.111,8.0
37206,Contractors Bonding & Ins Co,1999,2000,2,14,1,3,30,5,25,1,297.111,1.0
37206,Contractors Bonding & Ins Co,1999,2001,3,277,117,11,30,5,25,1,297.111,116.0
37206,Contractors Bonding & Ins Co,1999,2002,4,353,259,2,30,5,25,1,297.111,142.0
37206,Contractors Bonding & Ins Co,1999,2003,5,332,283,0,30,5,25,1,297.111,24.0
37206,Contractors Bonding & Ins Co,1999,2004,6,395,393,0,30,5,25,1,297.111,110.0
37206,Contractors Bonding & Ins Co,2000,2000,1,50,22,17,87,15,72,1,297.111,22.0
37206,Contractors Bonding & Ins Co,2000,2001,2,70,31,39,87,15,72,1,297.111,9.0
37206,Contractors Bonding & Ins Co,2000,2003,4,81,32,0,87,15,72,1,297.111,1.0
37206,Contractors Bonding & Ins Co,2000,2005,6,34,34,0,87,15,72,1,297.111,2.0
37206,Contractors Bonding & Ins Co,2003,2004,2,133,-15,32,13,8,5,1,297.111,57.0
37206,Contractors Bonding & Ins Co,2003,2006,4,131,79,24,13,8,5,1,297.111,99.0
37206,Contractors Bonding & Ins Co,2003,2007,5,108,88,0,13,8,5,1,297.111,9.0
37206,Contractors Bonding & Ins Co,2003,2008,6,109,98,0,13,8,5,1,297.111,10.0
37206,Contractors Bonding & Ins Co,2004,2007,4,-28,-53,17,20,11,9,1,297.111,7.0
37206,Contractors Bonding & Ins Co,2007,2007,1,128,13,110,82,16,66,1,297.111,13.0
37206,Contractors Bonding & Ins Co,2007,2008,2,121,17,104,82,16,66,1,297.111,4.0
33499,Dorinco Rein Co,1998,1998,1,64495,48,64347,49608,0,49608,1,325294.522,48.0
33499,Dorinco Rein Co,1998,1999,2,44493,143,44310,49608,0,49608,1,325294.522,95.0
33499,Dorinco Rein Co,1998,2001,4,58490,162,58324,49608,0,49608,1,325294.522,21.0
33499,Dorinco Rein Co,1998,2002,5,58488,169,58194,49608,0,49608,1,325294.522,7.0
33499,Dorinco Rein Co,1998,2003,6,58488,228,58169,49608,0,49608,1,325294.522,59.0
33499,Dorinco Rein Co,1998,2004,7,42688,275,42297,49608,0,49608,1,325294.522,47.0
33499,Dorinco Rein Co,1998,2005,8,36139,329,35619,49608,0,49608,1,325294.522,54.0
33499,Dorinco Rein Co,1998,2006,9,29138,430,28493,49608,0,49608,1,325294.522,101.0
33499,Dorinco Rein Co,1998,2007,10,29139,432,28624,49608,0,49608,1,325294.522,2.0
33499,Dorinco Rein Co,1999,2001,3,71664,265,71152,76850,0,76850,1,325294.522,294.0
33499,Dorinco Rein Co,1999,2002,4,71815,921,70598,76850,0,76850,1,325294.522,656.0
33499,Dorinco Rein Co,1999,2003,5,71820,1046,70450,76850,0,76850,1,325294.522,125.0
33499,Dorinco Rein Co,1999,2004,6,71762,1079,70191,76850,0,76850,1,325294.522,33.0
33499,Dorinco Rein Co,1999,2005,7,61593,1397,60084,76850,0,76850,1,325294.522,318.0
33499,Dorinco Rein Co,1999,2006,8,61593,1413,60082,76850,0,76850,1,325294.522,16.0
33499,Dorinco Rein Co,1999,2007,9,56593,1453,55074,76850,0,76850,1,325294.522,40.0
33499,Dorinco Rein Co,1999,2008,10,55873,1557,54233,76850,0,76850,1,325294.522,104.0
33499,Dorinco Rein Co,2000,2000,1,44579,274,37638,43430,644,42786,1,325294.522,274.0
33499,Dorinco Rein Co,2000,2001,2,30711,1618,25727,43430,644,42786,1,325294.522,1344.0
33499,Dorinco Rein Co,2000,2002,3,29655,1924,25748,43430,644,42786,1,325294.522,306.0
33499,Dorinco Rein Co,2000,2003,4,35196,9459,25686,43430,644,42786,1,325294.522,7535.0
33499,Dorinco Rein Co,2000,2004,5,35150,9694,24699,43430,644,42786,1,325294.522,235.0
33499,Dorinco Rein Co,2000,2005,6,35149,10140,24425,43430,644,42786,1,325294.522,446.0
33499,Dorinco Rein Co,2000,2006,7,35149,10334,24293,43430,644,42786,1,325294.522,194.0
33499,Dorinco Rein Co,2000,2007,8,35149,10660,24122,43430,644,42786,1,325294.522,326.0
33499,Dorinco Rein Co,2000,2008,9,35148,10815,23616,43430,644,42786,1,325294.522,155.0
33499,Dorinco Rein Co,2000,2009,10,35149,11627,23390,43430,644,42786,1,325294.522,812.0
33499,Dorinco Rein Co,2001,2001,1,43808,344,37186,42185,772,41413,1,325294.522,344.0
33499,Dorinco Rein Co,2001,2002,2,34102,902,26092,42185,772,41413,1,325294.522,558.0
33499,Dorinco Rein Co,2001,2003,3,32570,6787,25315,42185,772,41413,1,325294.522,5885.0
33499,Dorinco Rein Co,2001,2004,4,32411,6997,25337,42185,772,41413,1,325294.522,210.0
33499,Dorinco Rein Co,2001,2006,6,32412,7074,24853,42185,772,41413,1,325294.522,403.0
33499,Dorinco Rein Co,2001,2007,7,32412,7356,24138,42185,772,41413,1,325294.522,282.0
33499,Dorinco Rein Co,2001,2008,8,32412,7728,24070,42185,772,41413,1,325294.522,372.0
33499,Dorinco Rein Co,2001,2009,9,32412,7933,24003,42185,772,41413,1,325294.522,205.0
33499,Dorinco Rein Co,2001,2010,10,32412,8509,22497,42185,772,41413,1,325294.522,576.0
33499,Dorinco Rein Co,2002,2003,2,43550,32,43468,33500,0,33500,1,325294.522,32.0
33499,Dorinco Rein Co,2002,2004,3,43518,404,42994,33500,0,33500,1,325294.522,372.0
33499,Dorinco Rein Co,2002,2005,4,43520,618,42846,33500,0,33500,1,325294.522,214.0
33499,Dorinco Rein Co,2002,2006,5,43518,692,42713,33500,0,33500,1,325294.522,74.0
33499,Dorinco Rein Co,2002,2007,6,43518,728,42635,33500,0,33500,1,325294.522,36.0
33499,Dorinco Rein Co,2002,2008,7,43177,848,42314,33500,0,33500,1,325294.522,120.0
33499,Dorinco Rein Co,2002,2009,8,38177,916,37248,33500,0,33500,1,325294.522,68.0
33499,Dorinco Rein Co,2002,2010,9,38177,918,37237,33500,0,33500,1,325294.522,2.0
33499,Dorinco Rein Co,2003,2004,2,29000,24,28955,29000,0,29000,1,325294.522,24.0
33499,Dorinco Rein Co,2003,2005,3,29001,179,28712,29000,0,29000,1,325294.522,155.0
33499,Dorinco Rein Co,2003,2006,4,29001,220,28774,29000,0,29000,1,325294.522,41.0
33499,Dorinco Rein Co,2003,2007,5,29000,222,28775,29000,0,29000,1,325294.522,2.0
33499,Dorinco Rein Co,2003,2008,6,29001,226,28773,29000,0,29000,1,325294.522,4.0
33499,Dorinco Rein Co,2003,2009,7,29000,287,28711,29000,0,29000,1,325294.522,61.0
33499,Dorinco Rein Co,2003,2012,10,28000,288,27712,29000,0,29000,1,325294.522,1.0
33499,Dorinco Rein Co,2004,2005,2,31999,4,31956,32000,0,32000,1,325294.522,4.0
33499,Dorinco Rein Co,2004,2006,3,32000,70,31816,32000,0,32000,1,325294.522,66.0
33499,Dorinco Rein Co,2004,2007,4,32000,87,31842,32000,0,32000,1,325294.522,17.0
33499,Dorinco Rein Co,2004,2008,5,32000,320,31670,32000,0,32000,1,325294.522,233.0
33499,Dorinco Rein Co,2004,2009,6,32000,480,31510,32000,0,32000,1,325294.522,160.0
33499,Dorinco Rein Co,2004,2012,9,32001,620,31156,32000,0,32000,1,325294.522,140.0
33499,Dorinco Rein Co,2004,2013,10,29001,645,28346,32000,0,32000,1,325294.522,25.0
33499,Dorinco Rein Co,2005,2006,2,33499,12,33275,33500,0,33500,1,325294.522,12.0
33499,Dorinco Rein Co,2005,2007,3,33500,91,33199,33500,0,33500,1,325294.522,79.0
33499,Dorinco Rein Co,2005,2008,4,33500,429,33118,33500,0,33500,1,325294.522,338.0
33499,Dorinco Rein Co,2005,2010,6,33500,794,32706,33500,0,33500,1,325294.522,410.0
33499,Dorinco Rein Co,2005,2011,7,33500,1454,30884,33500,0,33500,1,325294.522,660.0
33499,Dorinco Rein Co,2005,2012,8,33499,2491,29746,33500,0,33500,1,325294.522,1037.0
33499,Dorinco Rein Co,2005,2013,9,30500,3453,26747,33500,0,33500,1,325294.522,962.0
620,Employers Mut Co Of Des Moines,1998,1998,1,5116,309,3096,10755,81,10674,0,59891.212,309.0
620,Employers Mut Co Of Des Moines,1998,1999,2,2948,1185,790,10755,81,10674,0,59891.212,876.0
620,Employers Mut Co Of Des Moines,1998,2000,3,3234,1571,595,10755,81,10674,0,59891.212,386.0
620,Employers Mut Co Of Des Moines,1998,2001,4,3194,2399,324,10755,81,10674,0,59891.212,828.0
620,Employers Mut Co Of Des Moines,1998,2002,5,3126,2609,153,10755,81,10674,0,59891.212,210.0
620,Employers Mut Co Of Des Moines,1998,2003,6,2878,2745,0,10755,81,10674,0,59891.212,136.0
620,Employers Mut Co Of Des Moines,1998,2004,7,2938,2857,0,10755,81,10674,0,59891.212,112.0
620,Employers Mut Co Of Des Moines,1998,2005,8,3469,2906,314,10755,81,10674,0,59891.212,49.0
620,Employers Mut Co Of Des Moines,1998,2006,9,3386,2985,280,10755,81,10674,0,59891.212,79.0
620,Employers Mut Co Of Des Moines,1998,2007,10,3329,3057,207,10755,81,10674,0,59891.212,72.0
620,Employers Mut Co Of Des Moines,1999,1999,1,5628,361,2986,10778,107,10672,0,59891.212,361.0
620,Employers Mut Co Of Des Moines,1999,2000,2,3651,934,1098,10778,107,10672,0,59891.212,573.0
620,Employers Mut Co Of Des Moines,1999,2001,3,4660,1798,843,10778,107,10672,0,59891.212,864.0
620,Employers Mut Co Of Des Moines,1999,2002,4,3312,2095,381,10778,107,10672,0,59891.212,297.0
620,Employers Mut Co Of Des Moines,1999,2003,5,3838,2324,450,10778,107,10672,0,59891.212,229.0
620,Employers Mut Co Of Des Moines,1999,2004,6,5356,2686,0,10778,107,10672,0,59891.212,362.0
620,Employers Mut Co Of Des Moines,1999,2005,7,6342,3148,507,10778,107,10672,0,59891.212,462.0
620,Employers Mut Co Of Des Moines,1999,2006,8,5866,3355,303,10778,107,10672,0,59891.212,207.0
620,Employers Mut Co Of Des Moines,1999,2007,9,5652,3556,248,10778,107,10672,0,59891.212,201.0
620,Employers Mut Co Of Des Moines,1999,2008,10,4030,3652,250,10778,107,10672,0,59891.212,96.0
620,Employers Mut Co Of Des Moines,2000,2000,1,3506,227,2561,11607,102,11505,0,59891.212,227.0
620,Employers Mut Co Of Des Moines,2000,2001,2,2563,717,1557,11607,102,11505,0,59891.212,490.0
620,Employers Mut Co Of Des Moines,2000,2002,3,2943,1161,991,11607,102,11505,0,59891.212,444.0
620,Employers Mut Co Of Des Moines,2000,2003,4,6023,1553,1200,11607,102,11505,0,59891.212,392.0
620,Employers Mut Co Of Des Moines,2000,2004,5,7511,2772,582,11607,102,11505,0,59891.212,1219.0
620,Employers Mut Co Of Des Moines,2000,2005,6,6124,4971,604,11607,102,11505,0,59891.212,2199.0
620,Employers Mut Co Of Des Moines,2000,2006,7,6043,5148,489,11607,102,11505,0,59891.212,177.0
620,Employers Mut Co Of Des Moines,2000,2007,8,6049,5460,330,11607,102,11505,0,59891.212,312.0
620,Employers Mut Co Of Des Moines,2000,2008,9,5943,5532,301,11607,102,11505,0,59891.212,72.0
620,Employers Mut Co Of Des Moines,2000,2009,10,5967,5543,285,11607,102,11505,0,59891.212,11.0
620,Employers Mut Co Of Des Moines,2001,2001,1,4653,274,3633,13370,85,13286,0,59891.212,274.0
620,Employers Mut Co Of Des Moines,2001,2002,2,4719,541,1830,13370,85,13286,0,59891.212,267.0
620,Employers Mut Co Of Des Moines,2001,2003,3,6642,1392,1950,13370,85,13286,0,59891.212,851.0
620,Employers Mut Co Of Des Moines,2001,2004,4,7003,2335,1553,13370,85,13286,0,59891.212,943.0
620,Employers Mut Co Of Des Moines,2001,2005,5,7211,3186,1087,13370,85,13286,0,59891.212,851.0
620,Employers Mut Co Of Des Moines,2001,2006,6,5812,4369,583,13370,85,13286,0,59891.212,1183.0
620,Employers Mut Co Of Des Moines,2001,2007,7,7617,4676,702,13370,85,13286,0,59891.212,307.0
620,Employers Mut Co Of Des Moines,2001,2008,8,6654,5713,401,13370,85,13286,0,59891.212,1037.0
620,Employers Mut Co Of Des Moines,2001,2009,9,6731,5720,366,13370,85,13286,0,59891.212,7.0
620,Employers Mut Co Of Des Moines,2001,2010,10,6573,5764,223,13370,85,13286,0,59891.212,44.0
620,Employers Mut Co Of Des Moines,2002,2002,1,6429,236,4271,14909,120,14789,0,59891.212,236.0
620,Employers Mut Co Of Des Moines,2002,2003,2,9846,607,3900,14909,120,14789,0,59891.212,371.0
620,Employers Mut Co Of Des Moines,2002,2004,3,14263,1770,2524,14909,120,14789,0,59891.212,1163.0
620,Employers Mut Co Of Des Moines,2002,2005,4,14526,5035,2175,14909,120,14789,0,59891.212,3265.0
620,Employers Mut Co Of Des Moines,2002,2006,5,11843,6786,1049,14909,120,14789,0,59891.212,1751.0
620,Employers Mut Co Of Des Moines,2002,2007,6,11220,7832,971,14909,120,14789,0,59891.212,1046.0
620,Employers Mut Co Of Des Moines,2002,2008,7,10600,9098,852,14909,120,14789,0,59891.212,1266.0
620,Employers Mut Co Of Des Moines,2002,2009,8,10056,9121,447,14909,120,14789,0,59891.212,23.0
620,Employers Mut Co Of Des Moines,2002,2010,9,10185,9201,223,14909,120,14789,0,59891.212,80.0
620,Employers Mut Co Of Des Moines,2002,2011,10,10123,9574,363,14909,120,14789,0,59891.212,373.0
620,Employers Mut Co Of Des Moines,2003,2003,1,11947,285,7501,16979,218,16761,0,59891.212,285.0
620,Employers Mut Co Of Des Moines,2003,2004,2,14085,2740,5048,16979,218,16761,0,59891.212,2455.0
620,Employers Mut Co Of Des Moines,2003,2005,3,15115,5023,3190,16979,218,16761,0,59891.212,2283.0
620,Employers Mut Co Of Des Moines,2003,2006,4,13340,7403,2097,16979,218,16761,0,59891.212,2380.0
620,Employers Mut Co Of Des Moines,2003,2007,5,12812,8768,1115,16979,218,16761,0,59891.212,1365.0
620,Employers Mut Co Of Des Moines,2003,2008,6,11658,9627,1177,16979,218,16761,0,59891.212,859.0
620,Employers Mut Co Of Des Moines,2003,2009,7,10925,9802,488,16979,218,16761,0,59891.212,175.0
620,Employers Mut Co Of Des Moines,2003,2010,8,11608,10594,669,16979,218,16761,0,59891.212,792.0
620,Employers Mut Co Of Des Moines,2003,2011,9,11271,10642,403,16979,218,16761,0,59891.212,48.0
620,Employers Mut Co Of Des Moines,2003,2012,10,11185,10703,389,16979,218,16761,0,59891.212,61.0
620,Employers Mut Co Of Des Moines,2004,2004,1,14684,421,9707,19649,345,19304,0,59891.212,421.0
620,Employers Mut Co Of Des Moines,2004,2005,2,11483,1060,5582,19649,345,19304,0,59891.212,639.0
620,Employers Mut Co Of Des Moines,2004,2006,3,10241,1797,3076,19649,345,19304,0,59891.212,737.0
620,Employers Mut Co Of Des Moines,2004,2007,4,9413,2764,1528,19649,345,19304,0,59891.212,967.0
620,Employers Mut Co Of Des Moines,2004,2008,5,9113,3731,1352,19649,345,19304,0,59891.212,967.0
620,Employers Mut Co Of Des Moines,2004,2009,6,7535,4513,691,19649,345,19304,0,59891.212,782.0
620,Employers Mut Co Of Des Moines,2004,2010,7,7890,5134,669,19649,345,19304,0,59891.212,621.0
620,Employers Mut Co Of Des Moines,2004,2011,8,7497,5487,565,19649,345,19304,0,59891.212,353.0
620,Employers Mut Co Of Des Moines,2004,2012,9,6929,6496,432,19649,345,19304,0,59891.212,1009.0
620,Employers Mut Co Of Des Moines,2004,2013,10,6601,6568,0,19649,345,19304,0,59891.212,72.0
620,Employers Mut Co Of Des Moines,2005,2005,1,14669,337,10173,21804,401,21403,0,59891.212,337.0
620,Employers Mut Co Of Des Moines,2005,2006,2,12448,1020,5383,21804,401,21403,0,59891.212,683.0
620,Employers Mut Co Of Des Moines,2005,2007,3,9619,2052,2416,21804,401,21403,0,59891.212,1032.0
620,Employers Mut Co Of Des Moines,2005,2008,4,9379,3760,1853,21804,401,21403,0,59891.212,1708.0
620,Employers Mut Co Of Des Moines,2005,2009,5,9724,5200,1057,21804,401,21403,0,59891.212,1440.0
620,Employers Mut Co Of Des Moines,2005,2010,6,7789,6364,669,21804,401,21403,0,59891.212,1164.0
620,Employers Mut Co Of Des Moines,2005,2011,7,7344,6523,646,21804,401,21403,0,59891.212,159.0
620,Employers Mut Co Of Des Moines,2005,2012,8,7235,6622,605,21804,401,21403,0,59891.212,99.0
620,Employers Mut Co Of Des Moines,2005,2014,10,6804,6631,0,21804,401,21403,0,59891.212,9.0
620,Employers Mut Co Of Des Moines,2006,2006,1,14980,313,9811,23655,438,23217,0,59891.212,313.0
620,Employers Mut Co Of Des Moines,2006,2007,2,12403,1055,4503,23655,438,23217,0,59891.212,742.0
620,Employers Mut Co Of Des Moines,2006,2008,3,13840,3218,2930,23655,438,23217,0,59891.212,2163.0
620,Employers Mut Co Of Des Moines,2006,2009,4,14474,6297,1504,23655,438,23217,0,59891.212,3079.0
620,Employers Mut Co Of Des Moines,2006,2010,5,12789,8792,669,23655,438,23217,0,59891.212,2495.0
620,Employers Mut Co Of Des Moines,2006,2011,6,13506,9893,646,23655,438,23217,0,59891.212,1101.0
620,Employers Mut Co Of Des Moines,2006,2012,7,13201,11513,692,23655,438,23217,0,59891.212,1620.0
620,Employers Mut Co Of Des Moines,2006,2013,8,12712,11766,285,23655,438,23217,0,59891.212,253.0
620,Employers Mut Co Of Des Moines,2006,2014,9,12601,12169,0,23655,438,23217,0,59891.212,403.0
620,Employers Mut Co Of Des Moines,2006,2015,10,14264,12238,294,23655,438,23217,0,59891.212,69.0
620,Employers Mut Co Of Des Moines,2007,2007,1,11891,667,8633,23588,422,23166,0,59891.212,667.0
620,Employers Mut Co Of Des Moines,2007,2008,2,8553,1476,5460,23588,422,23166,0,59891.212,809.0
620,Employers Mut Co Of Des Moines,2007,2009,3,6033,2188,2378,23588,422,23166,0,59891.212,712.0
620,Employers Mut Co Of Des Moines,2007,2010,4,6166,2718,1339,23588,422,23166,0,59891.212,530.0
620,Employers Mut Co Of Des Moines,2007,2011,5,6472,5035,807,23588,422,23166,0,59891.212,2317.0
620,Employers Mut Co Of Des Moines,2007,2012,6,7051,5419,865,23588,422,23166,0,59891.212,384.0
